date,n_articles,return_rate,label
2023-03-03,71,0.0096899224806201,1
2023-03-09,77,-0.0172413793103448,0
2023-03-13,65,-0.0116279069767441,0
2023-03-15,78,-0.0117416829745596,0
2023-03-16,90,0.0257425742574257,1
2023-03-17,99,-0.0115830115830115,0
2023-03-20,62,0.009765625,1
2023-03-21,65,0.0309477756286266,1
2023-03-22,157,0.0093808630393996,1
2023-03-24,98,-0.0148423005565862,0
2023-03-27,72,-0.0112994350282485,0
2023-03-28,64,0.0095238095238095,1
2023-03-29,82,0.0094339622641509,1
2023-04-10,79,-0.0094517958412098,0
2023-04-12,101,-0.0192307692307692,0
2023-04-13,144,0.0117647058823529,1
2023-04-17,199,-0.0096153846153846,0
2023-04-18,101,-0.0097087378640776,0
2023-04-24,97,-0.0177514792899408,0
2023-04-25,102,-0.0130522088353413,0
2023-04-27,106,0.0172239108409321,1
2023-05-02,91,-0.0099800399201596,0
2023-05-08,89,0.0119047619047619,1
2023-05-09,184,-0.0137254901960784,0
2023-05-15,119,0.0191725529767911,1
2023-05-16,115,0.0277227722772277,1
2023-05-17,139,0.0211946050096339,1
2023-05-23,124,-0.0094339622641509,0
2023-05-24,70,0.0342857142857142,1
2023-05-25,127,0.0423572744014733,1
2023-05-30,68,-0.0141342756183745,0
2023-05-31,95,-0.0125448028673835,0
2023-06-01,88,0.0199637023593466,1
2023-06-02,96,-0.0124555160142348,0
2023-06-05,63,0.009009009009009,1
2023-06-06,108,0.0142857142857142,1
2023-06-07,78,-0.0158450704225352,0
2023-06-08,65,0.0107334525939177,1
2023-06-09,82,0.015929203539823,1
2023-06-12,61,0.0331010452961672,1
2023-06-16,97,-0.0101867572156196,0
2023-06-21,68,-0.0120481927710843,0
2023-07-03,56,0.0103626943005181,1
2023-07-05,53,-0.0292096219931271,0
2023-07-10,61,0.0212389380530973,1
2023-07-12,71,0.0121107266435986,1
2023-07-13,81,0.0102564102564102,1
2023-07-17,104,-0.0169204737732656,0
2023-07-20,181,-0.0328151986183074,0
2023-07-24,155,0.0197132616487455,1
2023-08-01,96,-0.0105820105820105,0
2023-08-02,70,-0.0124777183600713,0
2023-08-07,41,-0.010752688172043,0
2023-08-10,70,-0.0090744101633393,0
2023-08-11,136,-0.0091575091575091,0
2023-08-17,85,-0.0091911764705882,0
2023-08-22,93,0.0203327171903881,1
2023-08-23,85,0.0217391304347826,1
2023-08-24,119,-0.0319148936170212,0
2023-08-30,53,-0.0108108108108108,0
2023-09-01,78,0.0164233576642335,1
2023-09-04,69,-0.0089766606822262,0
2023-09-06,106,-0.0145454545454545,0
2023-09-11,84,0.0149253731343283,1
2023-09-13,107,0.0166358595194085,1
2023-09-14,92,0.0145454545454545,1
2023-09-15,85,-0.032258064516129,0
2023-09-20,91,-0.0149532710280373,0
2023-09-21,79,-0.0094876660341555,0
2023-09-25,84,-0.0114285714285714,0
2023-09-28,100,0.0191204588910133,1
2023-10-03,80,-0.0170132325141776,0
2023-10-04,88,0.0153846153846153,1
2023-10-06,68,0.0225563909774436,1
2023-10-11,86,0.0110294117647058,1
2023-10-13,99,-0.0144665461121157,0
2023-10-16,80,0.0110091743119266,1
2023-10-17,115,-0.0199637023593466,0
2023-10-18,111,0.0111111111111111,1
2023-10-19,170,0.0183150183150183,1
2023-10-20,139,-0.0215827338129496,0
2023-10-25,87,-0.0238970588235294,0
2023-11-01,66,0.0359848484848484,1
2023-11-06,97,0.009090909090909,1
2023-11-10,96,0.0251346499102333,1
2023-11-14,112,0.0157342657342657,1
2023-11-20,67,0.0138648180242634,1
2023-11-21,100,-0.0136752136752136,0
2023-11-24,54,-0.0121739130434782,0
2023-11-27,57,0.0123239436619718,1
2023-12-01,98,-0.0086355785837651,0
2023-12-13,88,0.0086655112651646,1
2023-12-20,94,-0.0136752136752136,0
2023-12-21,87,0.0086655112651646,1
2023-12-25,57,0.0086058519793459,1
2023-12-26,71,0.0102389078498293,1
2024-01-02,102,-0.0252951096121416,0
2024-01-05,83,0.0121527777777777,1
2024-01-15,82,-0.0102389078498293,0
2024-01-17,104,0.0120481927710843,1
2024-01-18,163,0.064625850340136,1
2024-01-24,100,0.0239234449760765,1
2024-01-29,109,-0.0092592592592592,0
2024-01-30,102,-0.0218068535825545,0
2024-02-01,118,0.0111464968152866,1
2024-02-02,119,0.0173228346456692,1
2024-02-05,115,0.0789473684210526,1
2024-02-15,278,-0.0200860832137733,0
2024-02-19,131,0.0132743362831858,1
2024-02-20,98,-0.0087336244541484,0
2024-02-21,102,0.0161527165932452,1
2024-02-27,151,-0.0114613180515759,0
2024-03-01,100,0.0507246376811594,1
2024-03-06,181,0.0340136054421768,1
2024-03-07,237,0.031578947368421,1
2024-03-08,417,-0.0229591836734693,0
2024-03-12,178,0.0116883116883116,1
2024-03-14,127,-0.0395408163265306,0
2024-03-15,168,0.0146082337317397,1
2024-03-20,108,0.0343007915567282,1
2024-03-27,106,-0.0128369704749679,0
2024-03-28,95,0.0130039011703511,1
2024-03-29,90,-0.0115532734274711,0
2024-04-01,104,0.0259740259740259,1
2024-04-02,165,-0.0126582278481012,0
2024-04-08,100,0.0459770114942528,1
2024-04-12,137,-0.0146699266503667,0
2024-04-15,160,-0.0223325062034739,0
2024-04-16,192,0.0203045685279187,1
2024-04-18,268,-0.0671641791044776,0
2024-04-19,471,-0.0106666666666666,0
2024-04-22,248,0.0161725067385444,1
2024-04-23,155,0.0384615384615384,1
2024-04-24,153,-0.0217113665389527,0
2024-04-25,128,0.02088772845953,1
2024-04-26,130,0.0166240409207161,1
2024-04-30,115,-0.0227848101265822,0
2024-05-02,99,0.0103626943005181,1
2024-05-06,101,0.0178117048346055,1
2024-05-10,143,0.0211970074812967,1
2024-05-14,94,0.0169696969696969,1
2024-05-21,117,0.0273483947681331,1
2024-05-22,154,0.0127314814814814,1
2024-05-23,195,-0.0091428571428571,0
2024-05-28,104,-0.0092485549132947,0
2024-05-29,99,-0.0221703617269544,0
2024-05-30,137,-0.0202863961813842,0
2024-05-31,125,0.0304506699147381,1
2024-06-03,127,-0.0082742316784869,0
2024-06-04,169,0.0178784266984505,1
2024-06-05,162,0.0468384074941452,1
2024-06-06,235,-0.0167785234899328,0
2024-06-11,141,0.029445073612684,1
2024-06-12,234,0.011001100110011,1
2024-06-17,144,0.023887079261672,1
2024-06-18,221,0.0402969247083775,1
2024-06-20,354,-0.0112130479102956,0
2024-06-21,313,-0.0309278350515463,0
2024-06-25,143,0.0158730158730158,1
2024-07-01,119,-0.0082644628099173,0
2024-07-02,132,0.0197916666666666,1
2024-07-03,121,0.0265577119509703,1
2024-07-05,284,0.0298507462686567,1
2024-07-10,199,0.0334928229665071,1
2024-07-11,289,-0.037037037037037,0
2024-07-15,227,0.0144230769230769,1
2024-07-16,210,-0.0236966824644549,0
2024-07-17,247,-0.0242718446601941,0
2024-07-18,520,-0.0348258706467661,0
2024-07-19,735,-0.0319587628865979,0
2024-07-22,298,0.0425985090521831,1
2024-07-23,222,-0.0561797752808988,0
2024-07-26,222,0.0216450216450216,1
2024-07-31,143,0.0278372591006423,1
2024-08-01,142,-0.059375,0
2024-08-02,294,-0.0974529346622369,0
2024-08-05,446,0.0797546012269938,1
2024-08-06,450,0.0454545454545454,1
2024-08-07,268,-0.0260869565217391,0
2024-08-08,179,0.0424107142857142,1
2024-08-15,148,0.0275715800636267,1
2024-08-20,115,-0.0154162384378211,0
2024-08-26,168,-0.0084210526315789,0
2024-08-27,142,0.0233545647558386,1
2024-08-28,152,-0.0217842323651452,0
2024-09-02,94,-0.0084388185654008,0
2024-09-03,118,-0.0542553191489361,0
2024-09-04,174,0.014623172103487,1
2024-09-05,131,0.0177383592017738,1
2024-09-06,107,-0.0206971677559912,0
2024-09-11,113,0.0432852386237513,1
2024-09-18,116,0.0201912858660998,1
2024-09-19,112,0.0135416666666666,1
2024-09-23,100,0.0102354145342886,1
2024-09-24,109,0.0182370820668693,1
2024-09-25,176,0.0099502487562189,1
2024-09-26,147,-0.0147783251231527,0
2024-09-27,121,-0.043,0
2024-09-30,148,0.0156739811912225,1
2024-10-04,124,0.0286591606960081,1
2024-10-08,119,0.0099009900990099,1
2024-10-09,143,0.0245098039215686,1
2024-10-14,128,0.0239234449760765,1
2024-10-15,134,-0.0233644859813084,0
2024-10-16,104,-0.0095693779904306,0
2024-10-17,299,0.0483091787439613,1
2024-10-21,192,-0.0092165898617511,0
2024-10-22,176,-0.013953488372093,0
2024-10-25,148,-0.0140845070422535,0
2024-10-28,176,-0.0095238095238095,0
2024-10-29,208,-0.0096153846153846,0
2024-11-01,139,0.0146341463414634,1
2024-11-04,96,0.0096153846153846,1
2024-11-05,98,0.0095238095238095,1
2024-11-07,273,0.0234741784037558,1
2024-11-11,167,-0.032258064516129,0
2024-11-12,182,-0.0142857142857142,0
2024-11-15,153,-0.0096618357487922,0
2024-11-18,105,0.0146341463414634,1
2024-11-19,118,-0.0144230769230769,0
2024-11-20,120,-0.0146341463414634,0
2024-11-21,112,0.0297029702970297,1
2024-11-22,120,-0.0096153846153846,0
2024-11-25,82,-0.0194174757281553,0
2024-11-26,148,-0.0099009900990099,0
2024-11-28,161,-0.008955223880597,0
2024-11-29,120,0.0391566265060241,1
2024-12-02,116,0.0193236714975845,1
2024-12-03,118,0.0142180094786729,1
2024-12-05,115,-0.0093023255813953,0
2024-12-06,116,0.0093896713615023,1
2024-12-09,104,-0.0093023255813953,0
2024-12-10,106,-0.0187793427230046,0
2024-12-11,119,0.0143540669856459,1
2024-12-13,99,0.0187793427230046,1
2024-12-16,154,-0.0092165898617511,0
2024-12-17,144,0.0093023255813953,1
2024-12-18,141,-0.0138248847926267,0
2024-12-19,104,-0.0327102803738317,0
2024-12-20,115,0.0434782608695652,1
2024-12-30,95,-0.0137614678899082,0
2024-12-31,161,-0.0093023255813953,0
2025-01-02,120,0.0093896713615023,1
2025-01-03,103,0.0465116279069767,1
2025-01-07,135,-0.0221238938053097,0
2025-01-10,127,-0.0227272727272727,0
2025-01-13,121,0.013953488372093,1
2025-01-14,125,-0.0229357798165137,0
2025-01-15,135,0.0375586854460093,1
2025-01-16,226,0.0135746606334841,1
2025-01-21,142,0.0133928571428571,1
2025-01-22,151,-0.0572687224669603,0
2025-02-03,254,0.0233644859813084,1
2025-02-04,160,0.0136986301369863,1
2025-02-06,94,0.0089686098654708,1
2025-02-07,91,-0.0177777777777777,0
2025-02-11,104,-0.009009009009009,0
2025-02-12,163,-0.009090909090909,0
2025-02-13,224,-0.0275229357798165,0
2025-02-14,323,0.0235849056603773,1
2025-02-17,273,0.0138248847926267,1
2025-02-18,157,-0.009090909090909,0
2025-02-19,136,-0.0091743119266055,0
2025-02-20,139,0.0138888888888888,1
2025-02-21,120,-0.0182648401826484,0
2025-02-24,114,-0.0186046511627906,0
2025-02-26,118,-0.0188679245283018,0
